商品编号	商品名称	品牌编号	品牌英文名称	品牌中文名称	商品性别	商品商城分类编号	商品商城分类名称
30015962	【2015早春】蔻驰 男士黑色纯皮短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015961	【2015早春】蔻驰 男士棕色PVC短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015960	【2015早春】蔻驰 男士黑恶PVC短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015959	【2015早春】蔻驰 男士棕色PVC短款钱夹	B0073	COACH	蔻驰	1	A02B01C15D02	短款钱夹
30015958	【2015早春】蔻驰 女士蓝色漆皮短款钱夹	B0073	COACH	蔻驰	0	A01B01C58D02	短款钱夹
30015957	【2015早春】蔻驰 女士黑色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015956	【2015早春】蔻驰 女士红色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015955	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015954	【2015早春】蔻驰 女士棕色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015953	【2015早春】蔻驰 女士卡其色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015952	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015951	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015950	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015949	【2015早春】蔻驰 女士卡其棕色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015948	【2015早春】蔻驰 女士卡其绿色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015947	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015946	【2015早春】蔻驰 女士黑色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015945	【2015早春】蔻驰 女士棕色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015944	【2015早春】蔻驰 女士浅蓝色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015943	【2015早春】蔻驰 女士黑色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015942	【2015早春】蔻驰 女士粉色PVC长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015941	【2015早春】蔻驰 女士粉色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015940	【2015早春】蔻驰 女士深蓝色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015939	【2015早春】蔻驰 女士卡其白色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015938	【2015早春】蔻驰 女士黑色漆皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015937	【2015早春】蔻驰 女士深蓝色褶皱皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015936	【2015早春】蔻驰 女士灰色尼龙长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015935	【2015早春】蔻驰 女士白色尼龙长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015934	【2015早春】蔻驰 女士黄色尼龙长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015933	【2015早春】蔻驰 女士棕色尼龙长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015932	【2015早春】蔻驰 女士棕色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015931	【2015早春】蔻驰 女士红色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015930	【2015早春】蔻驰 女士米白色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015929	【2015早春】蔻驰 女士粉色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015928	【2015早春】蔻驰 女士棕色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015927	【2015早春】蔻驰 女士蓝色纯皮长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015926	【2015早春】蔻驰 女士黑色帆布长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015925	【2015早春】蔻驰 女士卡其色PVC长款钱夹	B0073	COACH	蔻驰	0	A01B01C58D01	长款钱夹
30015924	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015923	【2015早春】蔻驰 女士棕色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015922	【2015早春】蔻驰 女士黑色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015921	【2015早春】蔻驰 女士棕色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015920	【2015早春】蔻驰 女士卡其蓝色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015919	【2015早春】蔻驰 女士卡其粉色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015918	【2015早春】蔻驰 女士黑色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015917	【2015早春】蔻驰 女士卡其橘色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015916	【2015早春】蔻驰 女士绿色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015915	【2015早春】蔻驰 女士卡其黄色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015914	【2015早春】蔻驰 女士黑灰色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015913	【2015早春】蔻驰 女士黑色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015912	【2015早春】蔻驰 女士黑色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015911	【2015早春】蔻驰 女士卡其色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015910	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015909	【2015早春】蔻驰 女士黑色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015908	【2015早春】蔻驰 女士黑灰色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015907	【2015早春】蔻驰 女士黑色漆皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015906	【2015早春】蔻驰 女士黑色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015905	【2015早春】蔻驰 女士黑色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015904	【2015早春】蔻驰 女士卡其粉色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015903	【2015早春】蔻驰 女士银色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015902	【2015早春】蔻驰 女士金色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015901	【2015早春】蔻驰 女士蓝色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015900	【2015早春】蔻驰 女士红色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015899	【2015早春】蔻驰 女士黑色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015898	【2015早春】蔻驰 女士红色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015897	【2015早春】蔻驰 女士米色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015896	【2015早春】蔻驰 女士卡其红色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015895	【2015早春】蔻驰 女士棕色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015894	【2015早春】蔻驰 女士卡其色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015893	【2015早春】蔻驰 女士蓝色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015892	【2015早春】蔻驰 女士黑色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015891	【2015早春】蔻驰 女士银色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015890	【2015早春】蔻驰 女士红色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015889	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015888	【2015早春】蔻驰 女士卡其色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015887	【2015早春】蔻驰 女士黑色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015886	【2015早春】蔻驰 女士黑色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015885	【2015早春】蔻驰 女士卡其红色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015884	【2015早春】蔻驰 女士浅卡其色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015883	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015882	【2015早春】蔻驰 女士粉色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015881	【2015早春】蔻驰 女士米白色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015880	【2015早春】蔻驰 女士黑色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015879	【2015早春】蔻驰 女士蓝色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015878	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015877	【2015早春】蔻驰 女士橘红色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015876	【2015早春】蔻驰 女士黑色帆布零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015875	【2015早春】蔻驰 女士粉色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015874	【2015早春】蔻驰 女士黄色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015873	【2015早春】蔻驰 女士绿色PVC零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015872	【2015早春】蔻驰 女士银色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015871	【2015早春】蔻驰 女士银色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015870	【2015早春】蔻驰 女士灰色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015869	【2015早春】蔻驰 女士黄色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015868	【2015早春】蔻驰 女士白色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015867	【2015早春】蔻驰 女士棕色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015866	【2015早春】蔻驰 女士驼色纯皮零钱包	B0073	COACH	蔻驰	0	A01B01C53D01	钥匙包
30015865	【2015早春】蔻驰 男士橘色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015864	【2015早春】蔻驰 男士军绿色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015863	【2015早春】蔻驰 男士灰色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015862	【2015早春】蔻驰 男士黑色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015861	【2015早春】蔻驰 男士蓝色帆布双肩包	B0073	COACH	蔻驰	1	A02B01C05D01	男士双肩包
30015860	【2015早春】蔻驰 男士灰色帆布双肩包	B0073	COACH	蔻驰	1	A02B01C05D01	男士双肩包
30015859	【2015早春】蔻驰 男士蓝色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015858	【2015早春】蔻驰 男士蓝色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015857	【2015早春】蔻驰 男士橘红色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015856	【2015早春】蔻驰 男士黑色帆布手提包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015855	【2015早春】蔻驰 男士军绿色帆布两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015854	【2015早春】蔻驰 男士米白色帆布两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015853	【2015早春】蔻驰 男士深棕色纯皮两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015852	【2015早春】蔻驰 男士深棕色纯皮两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015851	【2015早春】蔻驰 男士黑色PVC两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015850	【2015早春】蔻驰 男士棕色PVC两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015849	【2015早春】蔻驰 男士棕色PVC两用包	B0073	COACH	蔻驰	1	A02B01C01D01	男士手提包
30015848	【2015早春】蔻驰 男士黑色纯皮公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015847	【2015早春】蔻驰 男士棕色纯皮公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015846	【2015早春】蔻驰 男士棕色纯皮公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015845	【2015早春】蔻驰 男士黑色纯皮公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015844	【2015早春】蔻驰 男士棕色纯皮公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015843	【2015早春】蔻驰 男士灰色PVC公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015842	【2015早春】蔻驰 男士棕色PVC公文包	B0073	COACH	蔻驰	1	A02B01C03D01	男士公文包
30015841	【2015早春】蔻驰 男士棕色PVC斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015840	【2015早春】蔻驰 男士棕色纯皮斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015839	【2015早春】蔻驰 男士黑色纯皮斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015838	【2015早春】蔻驰 男士棕色纯皮斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015837	【2015早春】蔻驰 男士黑色纯皮斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015836	【2015早春】蔻驰 男士蓝色纯皮斜跨包	B0073	COACH	蔻驰	1	A02B01C04D01	男士斜挎包
30015835	【2015早春】蔻驰 女士粉色PVC两用包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30015834	【2015早春】蔻驰 女士卡其红色帆布两用包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30015833	【2015早春】蔻驰 女士白色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015832	【2015早春】蔻驰 女士棕色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015831	【2015早春】蔻驰 女士黑色帆布单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015830	【2015早春】蔻驰 女士白色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015829	【2015早春】蔻驰 女士黑色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015828	【2015早春】蔻驰 女士蛇皮纹帆布单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015827	【2015早春】蔻驰 女士黑色帆布单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015826	【2015早春】蔻驰 女士绿色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015825	【2015早春】蔻驰 女士红色漆皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015824	【2015早春】蔻驰 女士浅卡其色帆布两用包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30015823	【2015早春】蔻驰 女士蓝色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015822	【2015早春】蔻驰 女士绿色漆皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015821	【2015早春】蔻驰 女士红色纯皮单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015820	【2015早春】蔻驰 女士黑色帆布两用包	B0073	COACH	蔻驰	0	A01B01C01D01	手提包
30015819	【2015早春】蔻驰 女士黑色帆布单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015818	【2015早春】蔻驰 女士红色帆布单肩包	B0073	COACH	蔻驰	0	A01B01C47D01	单肩包
30015817	【2015早春】蔻驰 女士灰色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015816	【2015早春】蔻驰 女士黄色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015815	【2015早春】蔻驰 女士紫色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015814	【2015早春】蔻驰 女士红色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015813	【2015早春】蔻驰 女士军绿色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015812	【2015早春】蔻驰 女士浅卡其色PVC斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015811	【2015早春】蔻驰 女士驼色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015810	【2015早春】蔻驰 女士黄色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015809	【2015早春】蔻驰 女士藕粉色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015808	【2015早春】蔻驰 女士驼色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015807	【2015早春】蔻驰 女士蓝色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015806	【2015早春】蔻驰 女士粉色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015805	【2015早春】蔻驰 女士白色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015804	【2015早春】蔻驰 女士蓝色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015803	【2015早春】蔻驰 女士红色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015802	【2015早春】蔻驰 女士蓝色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015801	【2015早春】蔻驰 女士浅卡其色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015800	【2015早春】蔻驰 女士黑色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015799	【2015早春】蔻驰 女士黑色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015798	【2015早春】蔻驰 女士红色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015797	【2015早春】蔻驰 女士白色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015796	【2015早春】蔻驰 女士浅棕色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015795	【2015早春】蔻驰 女士棕色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015794	【2015早春】蔻驰 女士橘红色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015793	【2015早春】蔻驰 女士黑色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015792	【2015早春】蔻驰 女士卡其红色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015791	【2015早春】蔻驰 女士棕色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015790	【2015早春】蔻驰 女士黑色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015789	【2015早春】蔻驰 女士卡其粉色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015788	【2015早春】蔻驰 女士蔡美红纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015787	【2015早春】蔻驰 女士黑色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015786	【2015早春】蔻驰 女士驼色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015785	【2015早春】蔻驰 女士白色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015784	【2015早春】蔻驰 女士黑色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015783	【2015早春】蔻驰 女士粉色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015782	【2015早春】蔻驰 女士蓝色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015781	【2015早春】蔻驰 女士橘色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015780	【2015早春】蔻驰 女士紫色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015779	【2015早春】蔻驰 女士棕色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015778	【2015早春】蔻驰 女士黑色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015777	【2015早春】蔻驰 女士棕色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015776	【2015早春】蔻驰 女士卡其粉边帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015775	【2015早春】蔻驰 女士卡其色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015774	【2015早春】蔻驰 女士棕色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015773	【2015早春】蔻驰 女士粉色帆布斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015772	【2015早春】蔻驰 女士蛇皮纹PVC斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015771	【2015早春】蔻驰 女士粉色PVC斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015770	【2015早春】蔻驰 女士浅棕色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015769	【2015早春】蔻驰 女士黄色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015768	【2015早春】蔻驰 女士黑色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015767	【2015早春】蔻驰 女士卡其色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015766	【2015早春】蔻驰 女士蓝色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015765	【2015早春】蔻驰 女士驼色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015764	【2015早春】蔻驰 女士灰色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
30015763	【2015早春】蔻驰 女士黄色纯皮斜挎包	B0073	COACH	蔻驰	0	A01B01C48D01	斜挎包
